canttell,Result Number,Article Title,Abstract,DOI...4,DOI...5,Author Full Names,Source Title,Author Keywords,Keywords Plus,Affiliations,Publisher,Publisher City,Publisher Address,ISSN,eISSN,ISBN,Journal Abbreviation,Journal ISO Abbreviation,Publication Date,Publication Year,Volume,Issue,Start Page,End Page,Article Number,...26
FALSE,233,An intercomparison of approaches for improving operational seasonal streamflow forecasts,"For much of the last century, forecasting centers around the world have offered seasonal streamflow predictions to support water management. Recent work suggests that the two major avenues to advance seasonal predictability are improvements in the estimation of initial hydrologic conditions (IHCs) and the incorporation of climate information. This study investigates the marginal benefits of a variety of methods using IHCs and/or climate information, focusing on seasonal water supply forecasts (WSFs) in five case study watersheds located in the US Pacific Northwest region. We specify two benchmark methods that mimic standard operational approaches - statistical regression against IHCs and model-based ensemble streamflow prediction (ESP) - and then systematically intercompare WSFs across a range of lead times. Additional methods include (i) statistical techniques using climate information either from standard indices or from climate reanalysis variables and (ii) several hybrid/hierarchical approaches harnessing both land surface and climate predictability. In basins where atmospheric tele-connection signals are strong, and when watershed predictability is low, climate information alone provides considerable improvements. For those basins showing weak tele-connections, custom predictors from reanalysis fields were more effective in forecast skill than standard climate indices. ESP predictions tended to have high correlation skill but greater bias compared to other methods, and climate predictors failed to substantially improve these deficiencies within a trace weighting framework. Lower complexity techniques were competitive with more complex methods, and the hierarchical expert regression approach introduced here (hierarchical ensemble streamflow prediction - HESP) provided a robust alternative for skillful and reliable water supply forecasts at all initialization times. Three key findings from this effort are (1) objective approaches supporting methodologically consistent hindcasts open the door to a broad range of beneficial forecasting strategies; (2) the use of climate predictors can add to the seasonal forecast skill available from IHCs; and (3) sample size limitations must be handled rigorously to avoid over-trained forecast solutions. Overall, the results suggest that despite a rich, long heritage of operational use, there remain a number of compelling opportunities to improve the skill and value of seasonal streamflow predictions.",https://doi.org/10.5194/hess-21-3915-2017,10.5194/hess-21-3915-2017,"Mendoza, Pablo A.; Wood, Andrew W.; Clark, Elizabeth; Rothwell, Eric; Clark, Martyn P.; Nijssen, Bart; Brekke, Levi D.; Arnold, Jeffrey R.",HYDROLOGY AND EARTH SYSTEM SCIENCES,NA,WESTERN UNITED-STATES; EL-NINO; CLIMATE; PREDICTION; SYSTEM; PREDICTABILITY; PRECIPITATION; VARIABILITY; REGRESSION; FRAMEWORK,NA,COPERNICUS GESELLSCHAFT MBH,GOTTINGEN,"BAHNHOFSALLEE 1E, GOTTINGEN, 37081, GERMANY",1027-5606,1607-7938,NA,HYDROL EARTH SYST SC,Hydrol. Earth Syst. Sci.,31-Jul,2017,21,7,3915,3935,NA,NA
FALSE,235,Real-time optimization of a large-scale reservoir operation in Thailand using adaptive inflow prediction with medium-range ensemble precipitation forecasts,"Study region: The Sirikit Dam in the Nan River Basin is located on a main tributary of the Chao Phraya River in Thailand. Study focus: This study investigates forecasting river flows and real-time optimization of dam release using a distributed hydrological model with ensemble weather forecasting for reservoir operations which provide hydropower and irrigation facilities in Thailand during a case study of the 2019 drought event. Medium-range ensemble precipitation forecasts were employed using a hydrological model to predict the real-time reservoir inflow. Real-time optimization of the water release strategy determined a week in advance with an effective initial condition for hydropower generation and irrigation was conducted with different scenarios using dynamic programming considering inflow predictions. New hydrological insights for the region: The medium-range ensemble precipitation forecast con-ducted by the European Centre for Medium Range Weather Forecasts was used to quantify pre-cipitation for the study basin. The ensemble precipitation forecast with the hydrological model was employed for inflow prediction of the study basin which was located in a tropical climate with a distinct wet and dry season. The initial conditions of the hydrological model largely influenced the real-time inflow forecast. To determine the initial conditions of the model, the empirical data assimilation considering a drainage area factor was utilized and observed pre-cipitation data were used for model input forcing data during the initial analysis period. This method improved the reservoir inflow prediction and real-time reservoir optimization using dynamic programming with considering ensemble forecasts provided more efficient operating decisions than employing historical data. The resulting information will be useful for water resource management, which may be adapted to other basins in the study region.",https://doi.org/10.1016/j.ejrh.2021.100939,10.1016/j.ejrh.2021.100939,"Meema, Thatkiat; Tachikawa, Yasuto; Ichikawa, Yutaka; Yorozu, Kazuaki",JOURNAL OF HYDROLOGY-REGIONAL STUDIES,Ensemble inflow forecasting; Data assimilation; Distributed hydrologic model; Reservoir optimization; Dynamic programing; Thailand,CHAO-PHRAYA RIVER; ECONOMIC VALUE; CLIMATE; MULTIMODEL; DISCHARGE; FLOODS; MODEL; BASIN,NA,ELSEVIER,AMSTERDAM,"RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS",NA,2214-5818,NA,J HYDROL-REG STUD,J. Hydrol.-Reg. Stud.,DEC,2021,38,NA,NA,NA,100939,NA
FALSE,238,Forecasted range shifts of arid-land fishes in response to climate change,"Climate change is poised to alter the distributional limits, center, and size of many species. Traits may influence different aspects of range shifts, with trophic generality facilitating shifts at the leading edge, and greater thermal tolerance limiting contractions at the trailing edge. The generality of relationships between traits and range shifts remains ambiguous however, especially for imperiled fishes residing in xeric riverscapes. Our objectives were to quantify contemporary fish distributions in the Lower Colorado River Basin, forecast climate change by 2085 using two general circulation models, and quantify shifts in the limits, center, and size of fish elevational ranges according to fish traits. We examined relationships among traits and range shift metrics either singly using univariate linear modeling or combined with multivariate redundancy analysis. We found that trophic and dispersal traits were associated with shifts at the leading and trailing edges, respectively, although projected range shifts were largely unexplained by traits. As expected, piscivores and omnivores with broader diets shifted upslope most at the leading edge while more specialized invertivores exhibited minimal changes. Fishes that were more mobile shifted upslope most at the trailing edge, defying predictions. No traits explained changes in range center or size. Finally, current preference explained multivariate range shifts, as fishes with faster current preferences exhibited smaller multivariate changes. Although range shifts were largely unexplained by traits, more specialized invertivorous fishes with lower dispersal propensity or greater current preference may require the greatest conservation efforts because of their limited capacity to shift ranges under climate change.",https://doi.org/10.1007/s11160-017-9479-9,10.1007/s11160-017-9479-9,"Whitney, James E.; Whittier, Joanna B.; Paukert, Craig P.; Olden, Julian D.; Strecker, Angela L.",REVIEWS IN FISH BIOLOGY AND FISHERIES,Climate change; Imperiled fish; Nonnative fish; Range shifts; Rivers; Trait-based approach,FRESH-WATER FISHES; SPECIES TRAITS; PHYLOGENETIC CONSERVATISM; POTENTIAL IMPACTS; DISTRIBUTIONS; MARINE; RIVER; PREDICT; LIFE; VULNERABILITY,NA,SPRINGER,DORDRECHT,"VAN GODEWIJCKSTRAAT 30, 3311 GZ DORDRECHT, NETHERLANDS",0960-3166,1573-5184,NA,REV FISH BIOL FISHER,Rev. Fish. Biol. Fish.,JUN,2017,27,2,463,479,NA,NA
FALSE,241,Predicting current and future background ion concentrations in German surface water under climate change,"Salinization of surface waters is a global environmental issue that can pose a regional risk to freshwater organisms, potentially leading to high environmental and economic costs. Global environmental change including climate and land use change can increase the transport of ions into surface waters. We fit both multiple linear regression (LR) and random forest (RF) models on a large spatial dataset to predict Ca2+ (266 sites), Mg2+ (266 sites), and SO42- (357 sites) ion concentrations as well as electrical conductivity (EC-a proxy for total dissolved solids with 410 sites) in German running water bodies. Predictions in both types of models were driven by the major factors controlling salinity including geologic and soil properties, climate, vegetation and topography. The predictive power of the two types of models was very similar, with RF explaining 71-76% of the spatial variation in ion concentrations and LR explaining 70-75% of the variance. Mean squared errors for predictions were all smaller than 0.06. The factors most strongly associated with stream ion concentrations varied among models but rock chemistry and climate were the most dominant. The RF model was subsequently used to forecast the changes in EC that were likely to occur for the period of 2070 to 2100 in response to just climate change-i.e. no additional effects of other anthropogenic activities. The future forecasting shows approximately 10% and 15% increases in mean EC for representative concentration pathways 2.6 and 8.5 (RCP2.6 and RCP8.5) scenarios, respectively. This article is part of the theme issue 'Salt in freshwaters: causes, ecological consequences and future prospects'.",https://doi.org/10.1098/rstb.2018.0004,10.1098/rstb.2018.0004,"Trong Dieu Hien Le; Kattwinkel, Mira; Schuetzenmeister, Klaus; Olson, John R.; Hawkins, Charles P.; Schaefer, Ralf B.",PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,salinization; streams chemistry; modelling; forecast,FRESH-WATER; ELEVATION MODELS; SALINIZATION; SALINITY; STREAMS; RIVER; LAKES; SALT; INVERTEBRATES; REGRESSION,NA,ROYAL SOC,LONDON,"6-9 CARLTON HOUSE TERRACE, LONDON SW1Y 5AG, ENGLAND",0962-8436,1471-2970,NA,PHILOS T R SOC B,Philos. Trans. R. Soc. B-Biol. Sci.,21-Jan,2019,374,1764,NA,NA,20180004,NA
FALSE,242,A Brief review of flood forecasting techniques and their applications,"Flood forecasting (FF) is one the most challenging and difficult problems in hydrology. However, it is also one of the most important problems in hydrology due to its critical contribution in reducing economic and life losses. In many regions of the world, flood forecasting is one among the few feasible options to manage floods. Reliability of forecasts has increased in the recent years due to the integration of meteorological and hydrological modelling capabilities, improvements in data collection through satellite observations, and advancements in knowledge and algorithms for analysis and communication of uncertainties. The present paper reviews different aspects of flood forecasting, including the models being used, emerging techniques of collecting inputs and displaying results, uncertainties, and warnings. In the end, future directions for research and development are identified.",https://doi.org/10.1080/15715124.2017.1411920,10.1080/15715124.2017.1411920,"Jain, Sharad Kumar; Mani, Pankaj; Jain, Sanjay K.; Prakash, Pavithra; Singh, Vijay P.; Tullos, Desiree; Kumar, Sanjay; Agarwal, S. P.; Dimri, A. P.",INTERNATIONAL JOURNAL OF RIVER BASIN MANAGEMENT,Flood forecasting; models; uncertainty; updating; applications,ARTIFICIAL NEURAL-NETWORKS; QUANTITATIVE PRECIPITATION FORECASTS; DATA ASSIMILATION; HYDROLOGICAL MODELS; ENSEMBLE FORECASTS; WATER-RESOURCES; ALERT SYSTEM; RIVER-BASINS; SCHEMES; VULNERABILITY,NA,TAYLOR & FRANCIS LTD,ABINGDON,"2-4 PARK SQUARE, MILTON PARK, ABINGDON OR14 4RN, OXON, ENGLAND",1571-5124,1814-2060,NA,INT J RIVER BASIN MA,Int. J. River Basin Manag.,NA,2018,16,3,329,344,NA,NA
FALSE,257,Fuzzy Postprocessing to Advance the Quality of Continental Seasonal Hydrological Forecasts for River Basin Management,"Streamflow forecasting services driven by seasonal meteorological forecasts from dynamic prediction systems deliver valuable information for decision-making in the water sector. Moving beyond the traditional river basin boundaries, large-scale hydrological models enable a coordinated, efficient, and harmonized anticipation and management of water-related risks (droughts, floods). However, the use of forecasts from such models at the river basin scale remains a challenge, depending on how the model reproduces the hydrological features of each particular river basin. Consequently, postprocessing of forecasts is a crucial step to ensure usefulness at the river basin scale. In this paper we present a methodology to postprocess seasonal streamflow forecasts from large-scale hydrological models and advance their quality for local applications. It consists of fuzzy logic systems that bias-adjust seasonal forecasts from a large-scale hydrological model by comparing its modeled streamflows with local observations. The methodology is demonstrated using forecasts from the pan-European hydrological model E-HYPE at the Jucar River basin (Spain). Fuzzy postprocessed forecasts are compared to postprocessed forecasts derived from a quantile mapping approach as a benchmark. Fuzzy postprocessing was able to provide skillful streamflow forecasts for the Jucar River basin, keeping most of the skill of raw E-HYPE forecasts and also outperforming quantile-mapping-based forecasts. The proposed methodology offers an efficient one-to-one mapping between large-scale modeled streamflows and basin-scale observations preserving its temporal dependence structure and can adapt its input set to increase the skill of postprocessed forecasts.",https://doi.org/10.1175/JHM-D-19-0266.1,10.1175/JHM-D-19-0266.1,"Macian-Sorribes, Hector; Pechlivanidis, Ilias; Crochemore, Louise; Pulido-Velazquez, Manuel",JOURNAL OF HYDROMETEOROLOGY,Seasonal forecasting; Hydrologic models; Mesoscale models,RESERVOIR OPERATION; DECISION-MAKING; MODEL; SYSTEM; STREAMFLOW; ENSEMBLE; PREDICTIONS; RULES; SKILL,NA,AMER METEOROLOGICAL SOC,BOSTON,"45 BEACON ST, BOSTON, MA 02108-3693 USA",1525-755X,1525-7541,NA,J HYDROMETEOROL,J. Hydrometeorol.,OCT,2020,21,10,2375,2389,NA,NA
FALSE,259,Decomposition ensemble model based on variational mode decomposition and long short-term memory for streamflow forecasting,"Reliable and accurate streamflow forecasting is vital for water resource management. Many streamflow prediction studies have demonstrated the excellent prediction ability of decomposition ensemble models. Several studies first extracted subsignals from a streamflow series and then split subsignals into training and validation sets to build prediction models, capturing some future information not available in practical streamflow forecasting. Alternatively, dividing a time series into training and validation sets first and later decomposing them into subsignals can expose the subsignals to the boundary effect, making predicting streamflow difficult. Furthermore, building one model for each subsignal is laborious and can cause error accumulation. Therefore, establishing a robust and efficient decomposition ensemble model without future information to predict highly nonstationary and nonlinear streamflow is challenging. Hence, a single-model forecasting (SF) scheme that assesses the validation distribution during the training stage to adapt to the boundary effect was designed. A SF scheme based on variational mode decomposition (VMD) and long short-term memory (LSTM), namely, SF-VMD-LSTM, was proposed to predict daily streamflow 1-7 days ahead. Non-decomposition-based and decomposition-ensemble-based LSTM models established using SF, multi-model ensemble forecasting (MEF) and SF with the most influential subsignals (SFMIS) and the ensemble empirical mode decomposition (EEMD) and discrete wavelet transform (DWT) were compared. Additionally, multi-model ensemble hindcasting (MEH), single-model hindcasting (SH) and SH with the most influential subsignals (SHMIS) were used as benchmarks to evaluate the forecasting schemes' adaptability to the boundary effect. Two daily streamflow series from Han River and Jing River, China, were investigated. The results indicate that (1) SF is more robust and efficient than MEF and SFMIS; (2) VMD performs better than EEMD and DWT; (3) SF-VMD-LSTM, with NSE values larger than 0.8 for almost all the prediction scenarios, outperformed other comparative models. Therefore, SF-VMD-LSTM is robust and efficient for forecasting highly nonstationary and nonlinear streamflow.",https://doi.org/10.1016/j.jhydrol.2020.124776,10.1016/j.jhydrol.2020.124776,"Zuo, Ganggang; Luo, Jungang; Wang, Ni; Lian, Yani; He, Xinxin",JOURNAL OF HYDROLOGY,Forecasting experiment; Hindcasting experiment; Decomposition and ensemble; Deep learning,ARTIFICIAL NEURAL-NETWORK; INCORRECT USAGE; HYBRID MODELS; RIVER FLOW; PREDICTION; WAVELET; RUNOFF; WATER; MACHINE; INFLOW,NA,ELSEVIER,AMSTERDAM,"RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS",0022-1694,1879-2707,NA,J HYDROL,J. Hydrol.,JUN,2020,585,NA,NA,NA,124776,NA
FALSE,262,"Potential application of hydrological ensemble prediction in forecasting floods and its components over the Yarlung Zangbo River basin, China","In recent year, floods becomes a serious issue in the Tibetan Plateau (TP) due to climate change. Many studies have shown that ensemble flood forecasting based on numerical weather predictions can provide an early warning with extended lead time. However, the role of hydrological ensemble prediction in forecasting flood volume and its components over the Yarlung Zangbo River (YZR) basin, China, has not been investigated. This study adopts the variable infiltration capacity (VIC) model to forecast the annual maximum floods and annual first floods in the YZR based on precipitation and the maximum and minimum temperature from the European Centre for Medium-Range Weather Forecasts (ECMWF). N simulations are proposed to account for parameter uncertainty in VIC. Results show that when trade-offs between multiple objectives are significant, N simulations are recommended for better simulation and forecasting. This is why better results are obtained for the Nugesha and Yangcun stations. Our ensemble flood forecasting system can skillfully predict the maximum floods with a lead time of more than 10 d and can predict about 7 d ahead for meltwater-related components. The accuracy of forecasts for the first floods is inferior, with a lead time of only 5 d. The base-flow components for the first floods are insensitive to lead time, except at the Nuxia station, whilst for the maximum floods an obvious deterioration in performance with lead time can be recognized. The meltwater-induced surface runoff is the most poorly captured component by the forecast system, and the well-predicted rainfall-related components are the major contributor to good performance. The performance in 7 d accumulated flood volumes is better than the peak flows.",https://doi.org/10.5194/hess-23-3335-2019,10.5194/hess-23-3335-2019,"Liu, Li; Xu, Yue Ping; Pan, Su Li; Bai, Zhi Xu",HYDROLOGY AND EARTH SYSTEM SCIENCES,NA,RAINFALL-RUNOFF MODEL; GLOBAL CLIMATE MODELS; TIBETAN PLATEAU; MULTIOBJECTIVE CALIBRATION; STREAMFLOW PREDICTION; SPATIAL VARIABILITY; GLACIER MELT; LAND-COVER; SNOW; PRECIPITATION,NA,COPERNICUS GESELLSCHAFT MBH,GOTTINGEN,"BAHNHOFSALLEE 1E, GOTTINGEN, 37081, GERMANY",1027-5606,1607-7938,NA,HYDROL EARTH SYST SC,Hydrol. Earth Syst. Sci.,14-Aug,2019,23,8,3335,3352,NA,NA
FALSE,267,Improving the Reliability of Sub-Seasonal Forecasts of High and Low Flows by Using a Flow-Dependent Nonparametric Model,"Sub-seasonal streamflow forecasts are important for a range of water resource management applications, with a distinct practical interest in forecasts of high flows (e.g., for managing flood events) and low flows (e.g., for managing environmental flows). Despite this interest, differences in forecast performance for high and low flow events are not routinely investigated. Our study reveals that while forecasts evaluated over the full flow range can appear reliable, stratification into high/low flow ranges highlights significant under/over-estimation of forecast uncertainty, respectively. We overcome this challenge by introducing a flow-dependent (FD) nonparametric component into a post-processing model of hydrological forecasting errors, the Multi-Temporal Hydrological Residual Error (MuTHRE) model, yielding the MuTHRE-FD model. The MuTHRE and MuTHRE-FD models are compared in a case study with 11 Australian catchments, the GR4J rainfall-runoff model and post-processed rainfall forecasts from ACCESS-S. Through its improved treatment of flow-dependence, the MuTHRE-FD model achieves practically significant improvements over the original MuTHRE model in the reliability of forecasted cumulative volumes for: (a) high flows out to 7 days; (b) low flows out to 2 days; and (c) mid flows for majority of lead times. The new MuTHRE-FD model provides seamless sub-seasonal forecasts with high quality performance for both high and low flows over a range of lead times. This improvement provides forecast users with increased confidence in using sub-seasonal forecasts across a wide range of applications.",https://doi.org/10.1029/2020WR029317,10.1029/2020WR029317,"McInerney, David; Thyer, Mark; Kavetski, Dmitri; Laugesen, Richard; Woldemeskel, Fitsum; Tuteja, Narendra; Kuczera, George",WATER RESOURCES RESEARCH,Sub-seasonal streamflow forecasts; residual error model; innovations; flow dependence; streamflow post-processing,STREAMFLOW; PREDICTION; AUTOCORRELATION; INFERENCE; JOINT,NA,AMER GEOPHYSICAL UNION,WASHINGTON,"2000 FLORIDA AVE NW, WASHINGTON, DC 20009 USA",0043-1397,1944-7973,NA,WATER RESOUR RES,Water Resour. Res.,NOV,2021,57,11,NA,NA,e2020WR029317,NA
FALSE,277,Analysis of the effects of biases in ensemble streamflow prediction (ESP) forecasts on electricity production in hydropower reservoir management,"This paper presents an analysis of the effects of biased extended streamflow prediction (ESP) forecasts on three deterministic optimization techniques implemented in a simulated operational context with a rolling horizon test bed for managing a cascade of hydroelectric reservoirs and generating stations in Quebec, Canada. The observed weather data were fed to the hydrological model, and the synthetic streamflow subsequently generated was considered to be a proxy for the observed inflow. A traditional, climatology-based ESP forecast approach was used to generate ensemble streamflow scenarios, which were used by three reservoir management optimization approaches. Both positive and negative biases were then forced into the ensembles by multiplying the streamflow values by constant factors. The optimization method's response to those biases was measured through the evaluation of the average annual energy generation in a forward-rolling simulation test bed in which the entire system is precisely and accurately modelled. The ensemble climate data forecasts, the hydrological modelling and ESP forecast generation, optimization model, and decision-making process are all integrated, as is the simulation model that updates reservoir levels and computes generation at each time step. The study focussed on one hydropower system both with and without minimum baseload constraints. This study finds that the tested deterministic optimization algorithms lack the capacity to compensate for uncertainty in future inflows and therefore place the reservoir levels at greater risk to maximize short-term profit. It is shown that for this particular system, an increase in ESP forecast inflows of approximately 5% allows managing the reservoirs at optimal levels and producing the most energy on average, effectively negating the deterministic model's tendency to underestimate the risk of spilling. Finally, it is shown that implementing minimum load constraints serves as a de facto control on deterministic bias by forcing the system to draw more water from the reservoirs than what the models consider to be optimal trajectories.",https://doi.org/10.5194/hess-23-2735-2019,10.5194/hess-23-2735-2019,"Arsenault, Richard; Cote, Pascal",HYDROLOGY AND EARTH SYSTEM SCIENCES,NA,STOCHASTIC OPTIMIZATION; SKILL; SDP,NA,COPERNICUS GESELLSCHAFT MBH,GOTTINGEN,"BAHNHOFSALLEE 1E, GOTTINGEN, 37081, GERMANY",1027-5606,1607-7938,NA,HYDROL EARTH SYST SC,Hydrol. Earth Syst. Sci.,28-Jun,2019,23,6,2735,2750,NA,NA
FALSE,279,Benchmarking ensemble streamflow prediction skill in the UK,"Skilful hydrological forecasts at sub-seasonal to seasonal lead times would be extremely beneficial for decision-making in water resources management, hydropower operations, and agriculture, especially during drought conditions. Ensemble streamflow prediction (ESP) is a well-established method for generating an ensemble of streamflow forecasts in the absence of skilful future meteorological predictions, instead using initial hydrologic conditions (IHCs), such as soil moisture, groundwater, and snow, as the source of skill. We benchmark when and where the ESP method is skilful across a diverse sample of 314 catchments in the UK and explore the relationship between catchment storage and ESP skill. The GR4J hydrological model was forced with historic climate sequences to produce a 51-member ensemble of streamflow hindcasts. We evaluated forecast skill seamlessly from lead times of 1 day to 12 months initialized at the first of each month over a 50-year hindcast period from 1965 to 2015. Results showed ESP was skilful against a climatology benchmark forecast in the majority of catchments across all lead times up to a year ahead, but the degree of skill was strongly conditional on lead time, forecast initialization month, and individual catchment location and storage properties. UK- wide mean ESP skill decayed exponentially as a function of lead time with continuous ranked probability skill scores across the year of 0.75, 0.20, and 0.11 for 1-day, 1-month, and 3-month lead times, respectively. However, skill was not uniform across all initialization months. For lead times up to 1 month, ESP skill was higher than average when initialized in summer and lower in winter months, whereas for longer seasonal and annual lead times skill was higher when initialized in autumn and winter months and lowest in spring. ESP was most skilful in the south and east of the UK, where slower responding catchments with higher soil moisture and groundwater storage are mainly located; correlation between catchment base flow index (BFI) and ESP skill was very strong (Spearman's rank correlation coefficient = 0.90 at 1-month lead time). This was in contrast to the more highly responsive catchments in the north and west which were generally not skilful at seasonal lead times. Overall, this work provides scientific justification for when and where use of such a relatively simple forecasting approach is appropriate in the UK. This study, furthermore, creates a low cost benchmark against which potential skill improvements from more sophisticated hydro-meteorological ensemble prediction systems can be judged.",https://doi.org/10.5194/hess-22-2023-2018,10.5194/hess-22-2023-2018,"Harrigan, Shaun; Prudhomme, Christel; Parry, Simon; Smith, Katie; Tanguy, Maliko",HYDROLOGY AND EARTH SYSTEM SCIENCES,NA,HYDROLOGICAL MODELS; UNITED-KINGDOM; FORECAST SKILL; SIMULATION; RAINFALL; SYSTEM; BASIN; DECOMPOSITION; BRITAIN; EUROPE,NA,COPERNICUS GESELLSCHAFT MBH,GOTTINGEN,"BAHNHOFSALLEE 1E, GOTTINGEN, 37081, GERMANY",1027-5606,1607-7938,NA,HYDROL EARTH SYST SC,Hydrol. Earth Syst. Sci.,29-Mar,2018,22,3,2023,2039,NA,NA
FALSE,283,Hydrological Model Diversity Enhances Streamflow Forecast Skill at Short- to Medium-Range Timescales,"We investigate the ability of hydrological multimodel ensemble predictions to enhance the skill of streamflow forecasts at short- to medium-range timescales. To generate the multimodel ensembles, we implement a new statistical postprocessor, namely, quantile regression-Bayesian model averaging (QR-BMA). Quantile regression-Bayesian model averaging uses quantile regression to bias correct the ensemble streamflow forecasts from the individual models and Bayesian model averaging to optimally combine their probability density functions. Additionally, we use an information-theoretic measure, namely, conditional mutual information, to quantify the skill enhancements from the multimodel forecasts. We generate ensemble streamflow forecasts at lead times from 1 to 7days using three hydrological models: (i) Antecedent Precipitation Index-Continuous, (ii) Hydrology Laboratory-Research Distributed Hydrologic Model, and (iii) Weather Research and Forecasting Hydrological modeling system. As forcing to the hydrological models, we use weather ensemble forecasts from the National Centers for Environmental Prediction 11-member Global Ensemble Forecast System Reforecast version 2. The forecasting experiments are performed for four nested basins of the North Branch Susquehanna River, USA. We find that after bias correcting the streamflow forecasts from each model, their skill performance becomes comparable. We find that the multimodel ensemble forecasts have higher skill than the best single-model forecasts. Furthermore, the skill enhancements obtained by the multimodel ensemble forecasts are found to be dominated by model diversity, rather than by increased ensemble size alone. This result, obtained using conditional mutual information, indicates that each hydrological model contributes additional information to enhance forecast skill. Overall, our results highlight benefits of hydrological multimodel forecasting for improving streamflow predictions.",https://doi.org/10.1029/2018WR023197,10.1029/2018WR023197,"Sharma, Sanjib; Siddique, Ridwan; Reed, Seann; Ahnert, Peter; Mejia, Alfonso",WATER RESOURCES RESEARCH,NA,COMBINING PREDICTIVE SCHEMES; TO-INTERANNUAL PREDICTION; ENSEMBLE FORECASTS; INTERCOMPARISON PROJECT; DATA ASSIMILATION; DAILY TEMPERATURE; ATLANTIC REGION; NEW-YORK; PRECIPITATION; SYSTEM,NA,AMER GEOPHYSICAL UNION,WASHINGTON,"2000 FLORIDA AVE NW, WASHINGTON, DC 20009 USA",0043-1397,1944-7973,NA,WATER RESOUR RES,Water Resour. Res.,FEB,2019,55,2,1510,1530,NA,NA
FALSE,285,Improving Seasonal Forecasts for Basin Scale Hydrological Applications,"Seasonal forecasting is a fast-growing climate prediction application that puts into practice the latest improvements in the climate modeling research. Skillful seasonal forecasts can drastically aid practical applications and productive sectors by reducing weather-related risks such as water availability. In this study two operational seasonal forecasting systems are tested in a water resource important watershed on the island of Crete. Hindcast precipitation and temperature data from the European Centre for Medium-Range Weather Forecasts (ECMWF) System 4 and Met Office GloSea5 systems are tested for their forecast skill up to seven months ahead. Data of both systems are downscaled and corrected for biases towards the observations. Different correction methods are applied and evaluated. Post-processed data from these methods are used as an input to the hydrological model HYPE, to provide streamflow forecasts. Results show that a prior adjustment of the two systems' precipitation and temperature may improve their forecast skill. Adjusted GloSea5 forecasts are slightly better estimates than the corresponding forecasts based on System 4. The results show that both systems provide a skillful ensemble streamflow prediction for one month ahead, with the skill decreasing rapidly beyond that. Update of the initial state of HYPE results in the reduction of the variability of the ensemble flow predictions and improves the skill but only as far as two months of forecast. Finally, the two systems were tested for their ability to capture a limited number of historical streamflow drought events, with indications that GloSea5 has a slightly better skill.",https://doi.org/10.3390/w10111593,10.3390/w10111593,"Grillakis, Manolis; Koutroulis, Aristeidis; Tsanis, Ioannis",WATER,seasonal ensemble streamflow prediction; Met Office GloSea5; ECMWF System 4; bias correction; initial conditions effect; basin scale,BIAS CORRECTION; SOIL-MOISTURE; STREAMFLOW FORECASTS; RAINFALL FORECASTS; CLIMATE; PRECIPITATION; MODEL; SKILL; TEMPERATURE; PREDICTIONS,NA,MDPI,BASEL,"ST ALBAN-ANLAGE 66, CH-4052 BASEL, SWITZERLAND",2073-4441,NA,NA,WATER-SUI,Water,NOV,2018,10,11,NA,NA,1593,NA
FALSE,287,Long-Lead Seasonal Prediction of Streamflow over the Upper Colorado River Basin: The Role of the Pacific Sea Surface Temperature and Beyond,"We have developed two statistical models for extended seasonal predictions of the upper Colorado River basin (UCRB) natural streamflow during April-July: a stepwise linear regression (reduced to a simple regression with one predictor) and a neural network model. Monthly, basin-averaged soil moisture, snow water equivalent (SWE), precipitation, and the Pacific sea surface temperature (SST) are selected as potential predictors. Pacific SST predictors (PSPs) are derived from a dipole pattern over the Pacific (30 degrees S-65 degrees N) that is correlated with the lagging streamflow. For both models, the correlation between the hindcasted and observed streamflow exceeds 0.60 for lead times less than 4 months using soil moisture, SWE, and precipitation as predictors. This correlation is higher than that of an autoregression model (correlation similar to 0.50). Since these land surface and atmospheric variables have no statistically significant correlations with the streamflow, PSPs are then incorporated into the models. The two models have a correlation of similar to 0.50 using PSPs alone for lead times from 6 to 9 months, and such skills are probably associated with stronger correlation between SST and streamflow in recent decades. The similar prediction skills between the two models suggest a largely linear system between SST and streamflow. Four predictors together can further improve short-lead prediction skills (correlation similar to 0.80). Therefore, our results confirm the advantage of the Pacific SST information in predicting the UCRB streamflow with a long lead time and can provide useful climate information for water supply planning and decisions.",https://doi.org/10.1175/JCLI-D-20-0824.1,10.1175/JCLI-D-20-0824.1,"Zhao, Siyu; Fu, Rong; Zhuang, Yizhou; Wang, Gaoyun",JOURNAL OF CLIMATE,North America; Pacific Ocean; Streamflow; Sea surface temperature; Seasonal forecasting; Statistical forecasting; Neural networks,CANONICAL CORRELATION-ANALYSIS; GENESIS POTENTIAL INDEX; CLIMATE VARIABILITY; MONSOON RAINFALL; DROUGHT; SKILL; PRECIPITATION; OSCILLATION; METEOROLOGY; CHALLENGES,NA,AMER METEOROLOGICAL SOC,BOSTON,"45 BEACON ST, BOSTON, MA 02108-3693 USA",0894-8755,1520-0442,NA,J CLIMATE,J. Clim.,AUG,2021,34,16,6855,6873,NA,NA
