"date","result_num","freshwater","forecast","uncertainty","nearterm","model_approach","notes","hydrological","email"
"6/6/2022 18:00:02",236,"yes; groundwater","none of the above",NA,NA,NA,NA,"no","melofton@vt.edu"
"6/6/2022 18:02",237,"yes; surface water","forecast","no","yes","time series model (e.g. ARIMA); machine learning, either process-guided or not process-guided (e.g. ANN)",NA,"yes","melofton@vt.edu"
"6/6/2022 18:03:03",238,"yes; surface water","forecast","yes","no","empirical",NA,"no","melofton@vt.edu"
"6/6/2022 18:05:27",239,"yes; surface water","forecast","no","yes","machine learning, either process-guided or not process-guided (e.g. ANN)",NA,"no","melofton@vt.edu"
"6/17/2022 7:57:08",240,"yes; surface water","forecast","no","yes","machine learning, either process-guided or not process-guided (e.g. ANN)",NA,"yes","melofton@vt.edu"
"6/6/2022 18:08:31",241,"yes; surface water","forecast","yes","no","empirical, machine",NA,"no","melofton@vt.edu"
"6/6/2022 18:09:25",242,"yes; surface water","none of the above",NA,NA,NA,"review paper of flood forecasting might be worth looking into","yes","melofton@vt.edu"
"6/7/2022 7:36:52",244,"yes; surface water","forecast","no","yes","numerical ecosystem simulation (e.g. GLM-AED)","couples reservoir forecast to model of profit for farmers; focus on end users","yes","melofton@vt.edu"
"6/7/2022 7:39:07",245,"yes; surface water","forecast","no","yes","numerical ecosystem simulation (e.g. GLM-AED), empirical model but not a time series model (e.g. multiple regression)",NA,"yes","melofton@vt.edu"
"6/7/2022 7:41:32",246,"yes; surface water","forecast","no","no","numerical ecosystem simulation (e.g. GLM-AED)",NA,"yes","melofton@vt.edu"
"6/7/2022 7:42:42",247,"yes; surface water","none of the above",NA,NA,NA,NA,"yes","melofton@vt.edu"
"6/7/2022 7:44:07",248,"yes; surface water","none of the above",NA,NA,NA,NA,"yes","melofton@vt.edu"
"6/7/2022 7:49:18",249,"yes; surface water","forecast","no","yes","process-based but not ecosystem simulation (e.g. age-structured population model)",NA,"no","melofton@vt.edu"
"6/7/2022 7:51:06",250,"yes; surface water","forecast","no","yes","machine learning, either process-guided or not process-guided (e.g. ANN)",NA,"no","melofton@vt.edu"
"6/7/2022 8:35:35",251,"yes; surface water","none of the above",NA,NA,NA,NA,"yes","melofton@vt.edu"
"6/7/2022 8:37:06",252,"no",NA,NA,NA,NA,NA,NA,"melofton@vt.edu"
"6/7/2022 8:41:36",253,"yes; groundwater","forecast","no","yes","machine learning, either process-guided or not process-guided (e.g. ANN)",NA,"yes","melofton@vt.edu"
"6/7/2022 8:44:22",254,"yes; surface water","none of the above",NA,NA,NA,NA,"yes","melofton@vt.edu"
"6/7/2022 8:45:34",255,"yes; surface water","none of the above",NA,NA,NA,NA,"yes","melofton@vt.edu"
"6/7/2022 8:47:18",257,"yes; surface water","forecast","yes","yes","numerical, machine",NA,"yes","melofton@vt.edu"
"6/7/2022 8:50:31",258,"yes; surface water","none of the above",NA,NA,NA,NA,"yes","melofton@vt.edu"
"6/7/2022 8:51:57",259,"yes; surface water","forecast","yes","yes","machine",NA,"yes","melofton@vt.edu"
"6/7/2022 8:54:55",260,"yes; surface water","forecast","no","no","numerical ecosystem simulation (e.g. GLM-AED)",NA,"no","melofton@vt.edu"
"6/7/2022 8:56:02",261,"yes; surface water","none of the above",NA,NA,NA,NA,"yes","melofton@vt.edu"
"6/7/2022 8:57:32",262,"yes; surface water","forecast","yes","yes","numerical",NA,"yes","melofton@vt.edu"
"6/7/2022 9:00:01",263,"yes; surface water","forecast","no","yes","machine learning, either process-guided or not process-guided (e.g. ANN)",NA,"yes","melofton@vt.edu"
"6/7/2022 9:01:08",264,"yes; surface water","none of the above",NA,NA,NA,"review of ANNs in hydrology - could be useful","yes","melofton@vt.edu"
"6/7/2022 9:02:25",265,"yes; surface water","none of the above",NA,NA,NA,NA,"no","melofton@vt.edu"
"6/17/2022 8:12:22",266,"yes; surface water","forecast","no","yes","machine learning, either process-guided or not process-guided (e.g. ANN)",NA,"no","melofton@vt.edu"
"6/7/2022 9:05:26",267,"yes; surface water","hindcast","yes","yes","empirical, process-based",NA,"yes","melofton@vt.edu"
"6/7/2022 9:08:15",268,"yes; surface water","none of the above",NA,NA,NA,"paper looks at relationship between forecast skill and value but forecasts are synthetic??","yes","melofton@vt.edu"
"6/7/2022 9:26:11",269,"yes; surface water","forecast","no","yes","time series model (e.g. ARIMA), machine learning, either process-guided or not process-guided (e.g. ANN), process-based but not ecosystem simulation (e.g. age-structured population model)",NA,"yes","melofton@vt.edu"
"6/7/2022 9:27:37",270,"yes; groundwater","forecast","no","no","process-based but not ecosystem simulation (e.g. age-structured population model)",NA,"yes","melofton@vt.edu"
"6/7/2022 9:33:21",272,"yes; groundwater","forecast","no","yes","machine learning, either process-guided or not process-guided (e.g. ANN)",NA,"yes","melofton@vt.edu"
"6/7/2022 9:36:08",273,"yes; surface water","nowcast","no","yes","empirical model but not a time series model (e.g. multiple regression), machine learning, either process-guided or not process-guided (e.g. ANN)",NA,"yes","melofton@vt.edu"
"6/7/2022 9:37:32",275,"yes; surface water","none of the above",NA,NA,NA,NA,"yes","melofton@vt.edu"
"6/7/2022 9:39:33",277,"yes; surface water","none of the above",NA,NA,"process-based",NA,"yes","melofton@vt.edu"
"6/7/2022 9:40:22",278,"yes; surface water","none of the above",NA,NA,NA,NA,"no","melofton@vt.edu"
"6/7/2022 9:41:06",279,"yes; surface water","hindcast","yes","yes","numerical, ARIMA",NA,"yes","melofton@vt.edu"
"6/7/2022 9:43:02",281,"yes; surface water","none of the above",NA,NA,NA,NA,"no","melofton@vt.edu"
"6/7/2022 9:44:05",282,"yes; surface water","none of the above",NA,NA,NA,NA,"yes","melofton@vt.edu"
"6/7/2022 9:44:49",283,"yes; surface water","forecast","yes","yes","process-based, numerical",NA,"yes","melofton@vt.edu"
"6/7/2022 9:46:08",284,"yes; surface water","none of the above",NA,NA,NA,NA,"yes","melofton@vt.edu"
"6/7/2022 9:47:04",285,"yes; surface water","forecast","yes","yes","numerical",NA,"yes","melofton@vt.edu"
"6/7/2022 9:47:28",286,"no",NA,NA,NA,NA,NA,NA,"melofton@vt.edu"
"6/7/2022 9:50:12",287,"yes; surface water","forecast","yes","yes","empirical, machine",NA,"yes","melofton@vt.edu"
"6/7/2022 9:51:07",288,"yes; surface water","none of the above",NA,NA,NA,NA,"yes","melofton@vt.edu"
"6/7/2022 9:52:14",289,"yes; surface water","forecast","yes","yes","numerical",NA,"yes","melofton@vt.edu"
"6/7/2022 9:53:24",290,"yes; surface water","forecast","yes","no","numerical",NA,"yes","melofton@vt.edu"
"6/7/2022 9:54:39",291,"yes; surface water","forecast","yes","yes","machine",NA,"yes","melofton@vt.edu"
"6/7/2022 9:57:51",293,"yes; surface water","none of the above",NA,NA,NA,NA,"yes","melofton@vt.edu"
"6/7/2022 10:07:19",294,"yes; surface water","none of the above",NA,NA,NA,NA,"yes","melofton@vt.edu"
"6/7/2022 10:09:30",295,"yes; surface water","forecast","yes","no","process-based",NA,"no","melofton@vt.edu"
"6/7/2022 10:12:06",296,"yes; surface water","forecast","no","yes","machine learning, either process-guided or not process-guided (e.g. ANN)",NA,"yes","melofton@vt.edu"
"6/7/2022 10:13:13",297,"yes; surface water","none of the above",NA,NA,NA,"review paper of AI in hydrology - might be useful","yes","melofton@vt.edu"
"6/7/2022 10:18:47",298,"yes; surface water","forecast","no","yes","empirical model but not a time series model (e.g. multiple regression), machine learning, either process-guided or not process-guided (e.g. ANN)",NA,"yes","melofton@vt.edu"
"6/7/2022 10:20:45",299,"yes; surface water","none of the above",NA,NA,NA,NA,"yes","melofton@vt.edu"
"6/7/2022 10:21:54",300,"yes; surface water","forecast","yes","yes","machine, empirical","focus is on how streamflow forecasts affect water allocation for agriculture (focus on end user)","yes","melofton@vt.edu"
"6/7/2022 10:24:07",301,"yes; surface water","nowcast","no","yes","machine learning, either process-guided or not process-guided (e.g. ANN)",NA,"yes","melofton@vt.edu"
"6/7/2022 10:25:52",302,"yes; surface water","forecast","yes","yes","process-based, numerical",NA,"yes","melofton@vt.edu"
"6/7/2022 10:27:38",303,"yes; groundwater","forecast","no","yes","numerical ecosystem simulation (e.g. GLM-AED)",NA,"yes","melofton@vt.edu"
"6/7/2022 10:31:27",305,"yes; surface water","none of the above",NA,NA,NA,NA,"yes","melofton@vt.edu"
"6/7/2022 10:34:36",307,"yes; surface water","hindcast","yes","yes","numerical",NA,"yes","melofton@vt.edu"
"6/7/2022 10:35:33",308,"yes; surface water","forecast","yes","yes","numerical",NA,"yes","melofton@vt.edu"
"6/7/2022 10:36:26",309,"yes; surface water","none of the above",NA,NA,NA,NA,"yes","melofton@vt.edu"
"6/7/2022 10:40:21",310,"yes; surface water","forecast","no","yes","numerical ecosystem simulation (e.g. GLM-AED)",NA,"no","melofton@vt.edu"
"6/7/2022 10:41:57",311,"no",NA,NA,NA,NA,NA,NA,"melofton@vt.edu"
"6/7/2022 10:44:35",312,"yes; groundwater","nowcast","no","yes","machine learning, either process-guided or not process-guided (e.g. ANN)",NA,"no","melofton@vt.edu"
"6/7/2022 10:46:31",313,"yes; groundwater","forecast","yes","yes","numerical",NA,"yes","melofton@vt.edu"
"6/7/2022 10:47:35",314,"no",NA,NA,NA,NA,NA,NA,"melofton@vt.edu"
"6/7/2022 10:48:40",315,"yes; surface water","none of the above",NA,NA,NA,"super interesting assessment of how decision makers use forecasts - good to check out","yes","melofton@vt.edu"
"6/7/2022 10:49:38",316,"yes; surface water","hindcast","yes","yes","process-based",NA,"yes","melofton@vt.edu"
"6/7/2022 10:50:53",317,"yes; surface water","none of the above",NA,NA,NA,NA,"no","melofton@vt.edu"
"6/7/2022 10:52:53",318,"yes; surface water","forecast","no","yes","machine learning, either process-guided or not process-guided (e.g. ANN)",NA,"yes","melofton@vt.edu"
"6/7/2022 10:53:41",319,"yes; surface water","forecast","yes","no","numerical",NA,"no","melofton@vt.edu"
"6/7/2022 10:57:03",322,"yes; surface water","forecast","no","yes","machine learning, either process-guided or not process-guided (e.g. ANN)",NA,"yes","melofton@vt.edu"
"6/7/2022 12:12:18",324,"yes; surface water","forecast","yes","yes","ARIMA",NA,"yes","melofton@vt.edu"
"6/17/2022 8:14:08",325,"yes; surface water","forecast","no","yes","machine learning, either process-guided or not process-guided (e.g. ANN)",NA,"yes","melofton@vt.edu"
"6/7/2022 12:15:02",326,"yes; surface water","forecast","yes","yes","machine",NA,"no","melofton@vt.edu"
"6/7/2022 12:20:02",328,"yes; surface water","none of the above",NA,NA,NA,NA,"yes","melofton@vt.edu"
"6/17/2022 8:21:18",329,"yes; surface water","forecast","yes","yes","numerical",NA,"yes","melofton@vt.edu"
"6/7/2022 12:25:23",330,"yes; surface water","forecast","no","yes","machine learning, either process-guided or not process-guided (e.g. ANN)",NA,"yes","melofton@vt.edu"
"6/7/2022 12:26:22",331,"yes; surface water","none of the above",NA,NA,NA,"study relating forecast skill and value; might be good to check out","yes","melofton@vt.edu"
"6/7/2022 12:28:08",333,"yes; surface water","forecast","no","yes","machine learning, either process-guided or not process-guided (e.g. ANN)",NA,"no","melofton@vt.edu"
"6/7/2022 12:28:41",334,"yes; surface water","none of the above",NA,NA,NA,NA,"no","melofton@vt.edu"
"6/7/2022 12:33:39",335,"yes; surface water","forecast","no","yes","machine learning, either process-guided or not process-guided (e.g. ANN)",NA,"no","melofton@vt.edu"
"6/7/2022 12:35:14",336,"yes; surface water","forecast","no","yes","numerical ecosystem simulation (e.g. GLM-AED), process-based but not ecosystem simulation (e.g. age-structured population model)",NA,"yes","melofton@vt.edu"
"6/7/2022 12:36:10",337,"yes; surface water","hindcast","yes","yes","numerical",NA,"yes","melofton@vt.edu"
"6/7/2022 12:37:19",338,"yes; surface water","forecast","yes","yes","machine",NA,"no","melofton@vt.edu"
"6/7/2022 12:38:51",339,"yes; surface water","forecast","yes","yes","numerical",NA,"yes","melofton@vt.edu"
"6/7/2022 12:40:10",340,"yes; surface water","hindcast","yes","yes","machine",NA,"yes","melofton@vt.edu"
"6/7/2022 12:41:58",341,"yes; groundwater","forecast","no","yes","machine learning, either process-guided or not process-guided (e.g. ANN)",NA,"yes","melofton@vt.edu"
"6/7/2022 12:44:30",343,"yes; surface water","forecast","can't tell","yes",NA,"paper not in English","yes","melofton@vt.edu"
"6/7/2022 12:47:36",344,"yes; surface water","none of the above",NA,NA,NA,NA,"yes","melofton@vt.edu"
"6/7/2022 12:50:03",345,"yes; surface water","forecast","no","yes","empirical model but not a time series model (e.g. multiple regression)",NA,"yes","melofton@vt.edu"
"6/7/2022 12:52:15",347,"no",NA,NA,NA,NA,NA,NA,"melofton@vt.edu"
"6/7/2022 12:52:55",348,"yes; surface water","forecast","yes","yes","process-based",NA,"yes","melofton@vt.edu"
"6/7/2022 12:57:10",349,"yes; surface water","forecast","no","yes","machine learning, either process-guided or not process-guided (e.g. ANN)",NA,"yes","melofton@vt.edu"
"6/7/2022 13:00:12",350,"yes; surface water","forecast","yes","yes","numerical",NA,"yes","melofton@vt.edu"
"6/7/2022 13:04:29",351,"yes; surface water","forecast","no","yes","empirical model but not a time series model (e.g. multiple regression)",NA,"yes","melofton@vt.edu"
"6/7/2022 13:06:02",352,"yes; surface water","forecast","no","yes","machine learning, either process-guided or not process-guided (e.g. ANN)",NA,"yes","melofton@vt.edu"
"6/7/2022 13:07:33",353,"yes; surface water","hindcast","yes","yes","ARIMA",NA,"yes","melofton@vt.edu"
"6/7/2022 13:08:26",354,"yes; surface water","none of the above",NA,NA,NA,NA,"no","melofton@vt.edu"
"6/7/2022 13:09:23",355,"yes; surface water","none of the above",NA,NA,NA,"LOOKS LIKE A REALLY IMPORTANT REVIEW OF ESF FROM JULY OF 2021 IN WRR","yes","melofton@vt.edu"
"6/7/2022 13:11:20",357,"yes; surface water","forecast","yes","yes","empirical, numerical",NA,"yes","melofton@vt.edu"
"6/7/2022 13:12:12",358,"yes; surface water","forecast","yes","yes","empirical",NA,"yes","melofton@vt.edu"
"6/7/2022 13:13:16",360,"yes; surface water","hindcast","yes","yes","process-based",NA,"yes","melofton@vt.edu"
"6/7/2022 13:15:07",362,"yes; surface water","forecast","no","yes","machine learning, either process-guided or not process-guided (e.g. ANN)",NA,"no","melofton@vt.edu"
"6/7/2022 13:15:42",363,"no",NA,NA,NA,NA,NA,NA,"melofton@vt.edu"
"6/8/2022 8:06:15",365,"yes; surface water","forecast","no","yes","machine learning, either process-guided or not process-guided (e.g. ANN)",NA,"yes","melofton@vt.edu"
"6/8/2022 8:08:25",366,"yes; surface water","forecast","no","yes","machine learning, either process-guided or not process-guided (e.g. ANN)",NA,"yes","melofton@vt.edu"
"6/8/2022 8:10:11",368,"yes; surface water","none of the above",NA,NA,NA,NA,"no","melofton@vt.edu"
"6/8/2022 8:12:04",369,"yes; surface water","forecast","no","yes","numerical ecosystem simulation (e.g. GLM-AED)",NA,"no","melofton@vt.edu"
"6/8/2022 8:15:51",370,"yes; surface water","forecast","no","yes","time series model (e.g. ARIMA), empirical model but not a time series model (e.g. multiple regression)",NA,"no","melofton@vt.edu"
"6/8/2022 8:16:47",371,"yes; surface water","none of the above",NA,NA,NA,NA,"yes","melofton@vt.edu"
"6/8/2022 8:21:14",372,"yes; groundwater","forecast","no","yes","empirical model but not a time series model (e.g. multiple regression)",NA,"no","melofton@vt.edu"
"6/8/2022 8:26:39",373,"yes; surface water","none of the above",NA,NA,NA,NA,"yes","melofton@vt.edu"
"6/8/2022 8:28:36",374,"yes; surface water","forecast","yes","yes","empirical",NA,"no","melofton@vt.edu"
"6/8/2022 8:30:49",375,"yes; groundwater","forecast","no","yes","machine learning, either process-guided or not process-guided (e.g. ANN)",NA,"yes","melofton@vt.edu"
"6/8/2022 8:33:12",377,"yes; surface water","none of the above",NA,NA,NA,NA,"yes","melofton@vt.edu"
"6/8/2022 8:37:11",378,"yes; surface water","forecast","no","yes","machine learning, either process-guided or not process-guided (e.g. ANN)",NA,"yes","melofton@vt.edu"
"6/8/2022 8:38:04",379,"yes; surface water","forecast","yes","no","empirical",NA,"no","melofton@vt.edu"
"6/8/2022 8:41:12",381,"yes; surface water","forecast","yes","yes","process-based",NA,"yes","melofton@vt.edu"
"6/8/2022 8:42:56",382,"yes; surface water","forecast","no","yes","machine learning, either process-guided or not process-guided (e.g. ANN)",NA,"yes","melofton@vt.edu"
"6/8/2022 8:47:22",383,"yes; surface water","forecast","no","yes","numerical ecosystem simulation (e.g. GLM-AED), empirical model but not a time series model (e.g. multiple regression)",NA,"yes","melofton@vt.edu"
"3/1/2022 7:47",384,"yes; surface water","forecast","no","no","process-based but not ecosystem simulation (e.g. age-structured population model)","This a proposed forecast system.","yes","melofton@vt.edu"
"3/1/2022 7:53",385,"yes; surface water","hindcast","no","yes","machine learning, either process-guided or not process-guided (e.g. ANN)",NA,"yes","melofton@vt.edu"
"3/1/2022 7:56",386,"yes; surface water","none of the above",NA,"no","time series model (e.g. ARIMA)",NA,"yes","melofton@vt.edu"
"6/28/2022 7:44:29",387,"yes; surface water","forecast","no","yes","machine learning, either process-guided or not process-guided (e.g. ANN)",NA,"yes","melofton@vt.edu"
"6/28/2022 7:46:51",389,"yes; surface water","forecast","yes","no","numerical ecosystem simulation (e.g. GLM-AED)",NA,"yes","melofton@vt.edu"
"3/1/2022 8:19",390,"yes; surface water","hindcast","no","yes","process-based but not ecosystem simulation (e.g. age-structured population model)",NA,"yes","melofton@vt.edu"
"7/5/2022 7:19:18",392,"yes; surface water","none of the above",NA,NA,NA,NA,"yes","melofton@vt.edu"
"3/1/2022 8:26",393,"yes; surface water","hindcast","yes","yes","other","Used a model for reservoir demand","yes","melofton@vt.edu"
"3/1/2022 9:35",395,"yes; groundwater","none of the above",NA,"no","machine learning, either process-guided or not process-guided (e.g. ANN)",NA,"no","melofton@vt.edu"
"3/1/2022 9:36",397,"yes; surface water",NA,NA,NA,NA,"Systematic review paper? For reference maybe","no","melofton@vt.edu"
"7/5/2022 7:23:28",398,"yes; surface water","none of the above",NA,NA,NA,"nice overview of river flood forecasting in Canada but no forecast presented","yes","melofton@vt.edu"
"3/1/2022 9:41",399,"yes; surface water","none of the above",NA,"no","machine learning, either process-guided or not process-guided (e.g. ANN)",NA,"yes","melofton@vt.edu"
"3/1/2022 9:43",400,"yes; surface water","forecast","no","no","process-based but not ecosystem simulation (e.g. age-structured population model)",NA,"yes","melofton@vt.edu"
"3/1/2022 9:46",401,"yes; surface water","forecast","no","yes","process-based but not ecosystem simulation (e.g. age-structured population model)",NA,"yes","melofton@vt.edu"
"3/1/2022 9:50",403,"yes; surface water","hindcast","yes","yes","process-based but not ecosystem simulation (e.g. age-structured population model)",NA,"yes","melofton@vt.edu"
"3/1/2022 9:54",404,"yes; surface water","hindcast","no","yes","process-based but not ecosystem simulation (e.g. age-structured population model)",NA,"yes","melofton@vt.edu"
"7/5/2022 7:29:58",405,"yes; surface water","forecast","no","yes","empirical model but not a time series model (e.g. multiple regression), machine learning, either process-guided or not process-guided (e.g. ANN)",NA,"yes","melofton@vt.edu"
"6/28/2022 10:57:28",408,"yes; surface water","forecast","yes","yes","numerical ecosystem simulation (e.g. GLM-AED)",NA,"yes","melofton@vt.edu"
"6/28/2022 10:58:25",409,"yes; surface water","forecast","yes","yes","process-based but not ecosystem simulation (e.g. age-structured population model), time series model (e.g. ARIMA), empirical model but not a time series model (e.g. multiple regression), machine learning, either process-guided or not process-guided (e.g. ANN)",NA,"yes","melofton@vt.edu"
"6/28/2022 10:59:57",410,"yes; surface water","forecast","no","yes","machine learning, either process-guided or not process-guided (e.g. ANN)",NA,"yes","melofton@vt.edu"
"6/28/2022 11:01:16",411,"yes; surface water","forecast","yes","yes","numerical ecosystem simulation (e.g. GLM-AED)",NA,"no","melofton@vt.edu"
"6/28/2022 11:05:07",412,"yes; surface water","forecast","yes","yes","numerical ecosystem simulation (e.g. GLM-AED)",NA,"yes","melofton@vt.edu"
"6/28/2022 11:07:39",413,"yes; surface water","forecast","yes","yes","numerical ecosystem simulation (e.g. GLM-AED)",NA,"yes","melofton@vt.edu"
"6/28/2022 11:09:09",414,"yes; surface water","forecast","no","yes","machine learning, either process-guided or not process-guided (e.g. ANN)",NA,"yes","melofton@vt.edu"
"6/28/2022 11:10:25",415,"yes; surface water","forecast","no","yes","machine learning, either process-guided or not process-guided (e.g. ANN)",NA,"yes","melofton@vt.edu"
"6/28/2022 11:10:51",416,"yes; surface water","forecast","yes","yes","numerical ecosystem simulation (e.g. GLM-AED), process-based but not ecosystem simulation (e.g. age-structured population model)",NA,"no","melofton@vt.edu"
"6/28/2022 11:13:49",417,"yes; surface water","forecast","no","yes","machine learning, either process-guided or not process-guided (e.g. ANN)",NA,"yes","melofton@vt.edu"
"6/28/2022 11:14:51",418,"yes; surface water","forecast","no","yes","machine learning, either process-guided or not process-guided (e.g. ANN)",NA,"yes","melofton@vt.edu"
"6/28/2022 11:18:27",419,"yes; surface water","forecast","yes","yes","numerical ecosystem simulation (e.g. GLM-AED), process-based but not ecosystem simulation (e.g. age-structured population model)",NA,"yes","melofton@vt.edu"
"6/28/2022 11:19:07",420,"yes; surface water","none of the above",NA,NA,NA,NA,"yes","melofton@vt.edu"
"6/28/2022 11:21:27",421,"yes; surface water","forecast","no","yes","machine learning, either process-guided or not process-guided (e.g. ANN)",NA,"no","melofton@vt.edu"
"6/28/2022 11:26:04",426,"yes; surface water","forecast","yes","yes","empirical model but not a time series model (e.g. multiple regression)",NA,"yes","melofton@vt.edu"
"6/28/2022 11:27:05",427,"yes; surface water","forecast","no","yes","machine learning, either process-guided or not process-guided (e.g. ANN)",NA,"yes","melofton@vt.edu"
"6/28/2022 11:28:57",428,"yes; surface water","hindcast","yes","yes","numerical ecosystem simulation (e.g. GLM-AED)",NA,"yes","melofton@vt.edu"
"6/28/2022 11:29:42",429,"yes; surface water","forecast","yes","yes","numerical ecosystem simulation (e.g. GLM-AED)",NA,"yes","melofton@vt.edu"
"6/28/2022 11:31:53",430,"yes; surface water","forecast","no","yes","machine learning, either process-guided or not process-guided (e.g. ANN)",NA,"yes","melofton@vt.edu"
"6/28/2022 11:33:12",431,"yes; surface water","forecast","no","yes","time series model (e.g. ARIMA), machine learning, either process-guided or not process-guided (e.g. ANN)",NA,"yes","melofton@vt.edu"
"6/28/2022 11:36:11",432,"yes; surface water","forecast","yes","yes","numerical ecosystem simulation (e.g. GLM-AED), machine learning, either process-guided or not process-guided (e.g. ANN)",NA,"yes","melofton@vt.edu"
"6/28/2022 11:37:30",433,"yes; surface water","forecast","no","yes","machine learning, either process-guided or not process-guided (e.g. ANN)",NA,"yes","melofton@vt.edu"
"6/28/2022 11:41:00",434,"yes; surface water","forecast","yes","yes","process-based but not ecosystem simulation (e.g. age-structured population model)",NA,"yes","melofton@vt.edu"
"6/28/2022 11:43:25",435,"yes; surface water","forecast","no","yes","machine learning, either process-guided or not process-guided (e.g. ANN)",NA,"yes","melofton@vt.edu"
"7/5/2022 7:34:06",437,"yes; surface water","forecast","no","yes","machine learning, either process-guided or not process-guided (e.g. ANN)",NA,"yes","melofton@vt.edu"
"6/28/2022 11:46:38",438,"yes; surface water","forecast","no","yes","machine learning, either process-guided or not process-guided (e.g. ANN)",NA,"yes","melofton@vt.edu"
"6/28/2022 11:49:19",440,"yes; surface water","none of the above",NA,NA,NA,NA,"yes","melofton@vt.edu"
"6/28/2022 11:51:03",441,"yes; surface water","forecast","yes","yes","numerical ecosystem simulation (e.g. GLM-AED)",NA,"yes","melofton@vt.edu"
"6/28/2022 11:55:03",442,"yes; surface water","forecast","no","yes","numerical ecosystem simulation (e.g. GLM-AED)",NA,"yes","melofton@vt.edu"
"6/28/2022 11:56:04",443,"yes; surface water","none of the above",NA,NA,NA,NA,"yes","melofton@vt.edu"
"6/28/2022 12:00:16",444,"yes; surface water","forecast","yes","yes","numerical ecosystem simulation (e.g. GLM-AED)",NA,"yes","melofton@vt.edu"
"6/28/2022 12:01:25",445,"yes; surface water","forecast","yes","yes","time series model (e.g. ARIMA), empirical model but not a time series model (e.g. multiple regression)",NA,"yes","melofton@vt.edu"
"6/28/2022 12:03:54",446,"yes; groundwater","forecast","no","yes","machine learning, either process-guided or not process-guided (e.g. ANN)",NA,"yes","melofton@vt.edu"
"7/6/2022 12:31:48",447,"yes; groundwater","forecast","yes","yes","numerical ecosystem simulation (e.g. GLM-AED)",NA,"yes","melofton@vt.edu"
"6/28/2022 12:07:39",448,"yes; surface water","forecast","no","yes","machine learning, either process-guided or not process-guided (e.g. ANN)",NA,"yes","melofton@vt.edu"
"6/28/2022 12:09:03",449,"yes; surface water","forecast","yes","yes","numerical ecosystem simulation (e.g. GLM-AED)",NA,"yes","melofton@vt.edu"
"6/28/2022 12:10:45",450,"yes; surface water","forecast","yes","yes","empirical model but not a time series model (e.g. multiple regression)",NA,"yes","melofton@vt.edu"
"6/29/2022 8:24:28",451,"yes; surface water","forecast","yes","yes","machine learning, either process-guided or not process-guided (e.g. ANN)","CHECK this out - interesting way of specifying uncertainty around a deterministic forecast","yes","melofton@vt.edu"
"6/29/2022 8:25:44",452,"yes; surface water","hindcast","yes","yes","process-based but not ecosystem simulation (e.g. age-structured population model)",NA,"no","melofton@vt.edu"
"6/29/2022 8:29:05",453,"yes; surface water","forecast","yes","yes","numerical ecosystem simulation (e.g. GLM-AED)",NA,"yes","melofton@vt.edu"
"6/29/2022 8:33:26",455,"yes; surface water","none of the above",NA,NA,NA,NA,"yes","melofton@vt.edu"
"6/29/2022 8:37:09",456,"yes; surface water","hindcast","yes","yes","numerical ecosystem simulation (e.g. GLM-AED), process-based but not ecosystem simulation (e.g. age-structured population model)",NA,"yes","melofton@vt.edu"
"7/5/2022 7:42:17",457,"yes; surface water","forecast","yes","yes","empirical model but not a time series model (e.g. multiple regression), machine learning, either process-guided or not process-guided (e.g. ANN)",NA,"yes","melofton@vt.edu"
"6/29/2022 8:42:50",458,"yes; surface water","forecast","no","yes","machine learning, either process-guided or not process-guided (e.g. ANN)",NA,"yes","melofton@vt.edu"
"6/29/2022 8:43:47",459,"yes; surface water","forecast","yes","yes","machine learning, either process-guided or not process-guided (e.g. ANN)",NA,"yes","melofton@vt.edu"
"6/29/2022 8:52:02",460,"yes; surface water","forecast","no","yes","numerical ecosystem simulation (e.g. GLM-AED)",NA,"yes","melofton@vt.edu"
"4/7/2022 13:59",461,"yes; surface water","forecast","no","yes","machine learning, either process-guided or not process-guided (e.g. ANN)",NA,"yes","melofton@vt.edu"
"7/5/2022 7:49:24",463,"yes; surface water","forecast","yes","yes","numerical ecosystem simulation (e.g. GLM-AED), empirical model but not a time series model (e.g. multiple regression)",NA,"yes","melofton@vt.edu"
"6/29/2022 9:04:55",464,"yes; surface water","none of the above",NA,NA,NA,NA,"yes","melofton@vt.edu"
"6/29/2022 9:12:25",465,"yes; surface water","none of the above",NA,NA,NA,NA,"yes","melofton@vt.edu"
"6/29/2022 9:20:26",467,"yes; surface water","forecast","yes","yes","empirical model but not a time series model (e.g. multiple regression), machine learning, either process-guided or not process-guided (e.g. ANN)",NA,"yes","melofton@vt.edu"
"4/11/2022 13:14",468,"yes; groundwater","forecast","no","yes","empirical model but not a time series model (e.g. multiple regression)",NA,"no","melofton@vt.edu"
"6/29/2022 9:29:21",469,"yes; surface water","forecast","no","yes","numerical ecosystem simulation (e.g. GLM-AED)",NA,"yes","melofton@vt.edu"
"6/29/2022 9:40:00",470,"yes; surface water","none of the above",NA,NA,NA,NA,"no","melofton@vt.edu"
"6/29/2022 9:41:25",471,"yes; surface water","hindcast","yes","yes","numerical ecosystem simulation (e.g. GLM-AED)",NA,"yes","melofton@vt.edu"
"6/29/2022 9:46:09",472,"yes; surface water","forecast","yes","yes","process-based but not ecosystem simulation (e.g. age-structured population model)",NA,"yes","melofton@vt.edu"
